,utter_1,utter_2,label,split_tag
1148,"""Your coming to Longbourn, to see me and my family,"" [N] ""will be rather a confirmation of it; if, indeed, such a report is       in existence.""","""If! Do you then pretend to be ignorant of it? Has it not been       industriously circulated by yourselves? Do you not know that such a report       is spread abroad?""",response,train
1149,"""If! Do you then pretend to be ignorant of it? Has it not been       industriously circulated by yourselves? Do you not know that such a report       is spread abroad?""","""I never heard that it was.""",response,train
1150,"""I never heard that it was.""","""And can you likewise declare, that there is no foundation for it?""",response,train
1151,"""And can you likewise declare, that there is no foundation for it?""","""I do not pretend to possess equal frankness with your ladyship. You may       ask questions which I shall not choose to answer.""",response,train
1152,"""I do not pretend to possess equal frankness with your ladyship. You may       ask questions which I shall not choose to answer.""","""This is not to be borne. MissBennet, I insist on being satisfied. Has       he, has my nephew, made you an offer of marriage?""",response,train
1153,"""This is not to be borne. MissBennet, I insist on being satisfied. Has       he, has my nephew, made you an offer of marriage?""","""Your ladyship has declared it to be impossible.""",response,train
1154,"""Your ladyship has declared it to be impossible.""","""It ought to be so; it must be so, while he retains the use of his reason.       But your arts and allurements may, in a moment of infatuation, have made       him forget what he owes to himslf and to all his family. You may have       drawn him in.""",response,train
1155,"""It ought to be so; it must be so, while he retains the use of his reason.       But your arts and allurements may, in a moment of infatuation, have made       him forget what he owes to himslf and to all his family. You may have       drawn him in.""","""If I have, I shall be the last person to confess it.""",response,train
1156,"""If I have, I shall be the last person to confess it.""","""MissBennet, do you know who I am? I have not been accustomed to such       language as this. I am almost the nearest relation he has in the world,       and am entitled to know all his dearest concerns.""",response,train
1157,"""MissBennet, do you know who I am? I have not been accustomed to such       language as this. I am almost the nearest relation he has in the world,       and am entitled to know all his dearest concerns.""","""But you are not entitled to know mine; nor will such behaviour as this,       ever induce me to be explicit.""",response,train
1158,"""But you are not entitled to know mine; nor will such behaviour as this,       ever induce me to be explicit.""","""Let me be rightly understood. This match, to which you have the       presumption to aspire, can never take place. No, never. Mr Darcy is       engaged to my daughter. Now what have you to say?""",response,train
1159,"""Let me be rightly understood. This match, to which you have the       presumption to aspire, can never take place. No, never. Mr Darcy is       engaged to my daughter. Now what have you to say?""","""Only this; that if he is so, you can have no reason to suppose he will       make an offer to me.""",response,train
1160,"""Only this; that if he is so, you can have no reason to suppose he will       make an offer to me.""","""The engagement between them is of a peculiar kind. From their infancy,       they have been intended for each other. It was the favourite wish of his       mother, as well as of hers. While in their cradles, we planned the union:       and now, at the moment when the wishes of both sisters would be       accomplished in their marriage, to be prevented by a young woman of       inferior birth, of no importance in the world, and wholly unallied to the       family! Do you pay no regard to the wishes of his friends? To his tacit       engagement with Missde Bourgh? Are you lost to every feeling of propriety       and delicacy? Have you not heard me say that from his earliest hours he       was destined for his cousin?""",response,train
