,sent_index,tag,para_index,position_tag,speaker_tag,type_tag,tokenized_sent,chapter_tag,label,split_tag,tokenized_sent_clean
62,88,"(88, '2', 'elizabeth', 'c_9', 'Chapter 4', '""He is also handsome,"" [N] ""which a young man ought       likewise to be, if he possibly can. His character is thereby complete.""')",88,2,elizabeth,c_9,"""He is also handsome,"" [N] ""which a young man ought       likewise to be, if he possibly can. His character is thereby complete.""",Chapter 4,response,train,"He is also handsome, [N] which a young man ought       likewise to be, if he possibly can. His character is thereby complete."
63,89,"(89, '1', '', 'c_9', 'Chapter 4', '""I was very much flattered by his asking me to dance a second time. I did       not expect such a compliment.""')",89,1,,c_9,"""I was very much flattered by his asking me to dance a second time. I did       not expect such a compliment.""",Chapter 4,response,train,I was very much flattered by his asking me to dance a second time. I did       not expect such a compliment.
64,90,"(90, '2', '', 'c_9', 'Chapter 4', '""Did not you? I did for you. But that is one great difference between us.       Compliments always take you by surprise, and me never. What       could be more natural than his asking you again? He could not help seeing       that you were about five times as pretty as every other woman in the room.       No thanks to his gallantry for that. Well, he certainly is very agreeable,       and I give you leave to like him. You have liked many a stupider person.""')",90,2,,c_9,"""Did not you? I did for you. But that is one great difference between us.       Compliments always take you by surprise, and me never. What       could be more natural than his asking you again? He could not help seeing       that you were about five times as pretty as every other woman in the room.       No thanks to his gallantry for that. Well, he certainly is very agreeable,       and I give you leave to like him. You have liked many a stupider person.""",Chapter 4,response,train,"Did not you? I did for you. But that is one great difference between us.       Compliments always take you by surprise, and me never. What       could be more natural than his asking you again? He could not help seeing       that you were about five times as pretty as every other woman in the room.       No thanks to his gallantry for that. Well, he certainly is very agreeable,       and I give you leave to like him. You have liked many a stupider person."
65,91,"(91, '1', '', 'c_9', 'Chapter 4', '""Dear Lizzy!""')",91,1,,c_9,"""Dear Lizzy!""",Chapter 4,response,train,Dear Lizzy!
66,92,"(92, '2', '', 'c_9', 'Chapter 4', '""Oh! you are a great deal too apt, you know, to like people in general.       You never see a fault in anybody. All the world are good and agreeable in       your eyes. I never heard you speak ill of a human being in your life.""')",92,2,,c_9,"""Oh! you are a great deal too apt, you know, to like people in general.       You never see a fault in anybody. All the world are good and agreeable in       your eyes. I never heard you speak ill of a human being in your life.""",Chapter 4,response,train,"Oh! you are a great deal too apt, you know, to like people in general.       You never see a fault in anybody. All the world are good and agreeable in       your eyes. I never heard you speak ill of a human being in your life."
67,93,"(93, '1', '', 'c_9', 'Chapter 4', '""I would not wish to be hasty in censuring anyone; but I always speak what       I think.""')",93,1,,c_9,"""I would not wish to be hasty in censuring anyone; but I always speak what       I think.""",Chapter 4,response,train,I would not wish to be hasty in censuring anyone; but I always speak what       I think.
68,94,"(94, '2', '', 'c_9', 'Chapter 4', '""I know you do; and it is that which makes the wonder. With your       good sense, to be so honestly blind to the follies and nonsense of others!       Affectation of candour is common enough—one meets with it       everywhere. But to be candid without ostentation or design—to take       the good of everybody\'s character and make it still better, and say       nothing of the bad—belongs to you alone. And so you like this man\'s       sisters, too, do you? Their manners are not equal to his.""')",94,2,,c_9,"""I know you do; and it is that which makes the wonder. With your       good sense, to be so honestly blind to the follies and nonsense of others!       Affectation of candour is common enough—one meets with it       everywhere. But to be candid without ostentation or design—to take       the good of everybody's character and make it still better, and say       nothing of the bad—belongs to you alone. And so you like this man's       sisters, too, do you? Their manners are not equal to his.""",Chapter 4,response,train,"I know you do; and it is that which makes the wonder. With your       good sense, to be so honestly blind to the follies and nonsense of others!       Affectation of candour is common enough—one meets with it       everywhere. But to be candid without ostentation or design—to take       the good of everybody's character and make it still better, and say       nothing of the bad—belongs to you alone. And so you like this man's       sisters, too, do you? Their manners are not equal to his."
69,95,"(95, '1', '', 'c_9', 'Chapter 4', '""Certainly not—at first. But they are very pleasing women when you       converse with them. MissBingley is to live with her brother, and keep his       house; and I am much mistaken if we shall not find a very charming       neighbour in her.""')",95,1,,c_9,"""Certainly not—at first. But they are very pleasing women when you       converse with them. MissBingley is to live with her brother, and keep his       house; and I am much mistaken if we shall not find a very charming       neighbour in her.""",Chapter 4,response,train,"Certainly not—at first. But they are very pleasing women when you       converse with them. MissBingley is to live with her brother, and keep his       house; and I am much mistaken if we shall not find a very charming       neighbour in her."
70,106,"(106, '1', 'mother', 'c_10', 'Chapter 5', '""You began the evening well, Charlotte,"" [N] ""You were Mr Bingley\'s first       choice.""')",106,1,mother,c_10,"""You began the evening well, Charlotte,"" [N] ""You were Mr Bingley's first       choice.""",Chapter 5,not,train,"You began the evening well, Charlotte, [N] You were Mr Bingley's first       choice."
71,107,"(107, '2', 'charlotte collins', 'c_10', 'Chapter 5', '""Yes; but he seemed to like his second better.""')",107,2,charlotte collins,c_10,"""Yes; but he seemed to like his second better.""",Chapter 5,response,train,Yes; but he seemed to like his second better.
72,108,"(108, '1', '', 'c_10', 'Chapter 5', '""Oh! you mean Jane, I suppose, because he danced with her twice. To be       sure that did seem as if he admired her—indeed I rather       believe he did—I heard something about it—but I hardly       know what—something about Mr Robinson.""')",108,1,,c_10,"""Oh! you mean Jane, I suppose, because he danced with her twice. To be       sure that did seem as if he admired her—indeed I rather       believe he did—I heard something about it—but I hardly       know what—something about Mr Robinson.""",Chapter 5,response,train,"Oh! you mean Jane, I suppose, because he danced with her twice. To be       sure that did seem as if he admired her—indeed I rather       believe he did—I heard something about it—but I hardly       know what—something about Mr Robinson."
73,109,"(109, '2', '', 'c_10', 'Chapter 5', '""Perhaps you mean what I overheard between him and Mr Robinson; did not I       mention it to you? Mr Robinson\'s asking him how he liked our Meryton       assemblies, and whether he did not think there were a great many pretty       women in the room, and which he thought the prettiest? and his       answering immediately to the last question: \'Oh! the eldest MissBennet,       beyond a doubt; there cannot be two opinions on that point.\'""')",109,2,,c_10,"""Perhaps you mean what I overheard between him and Mr Robinson; did not I       mention it to you? Mr Robinson's asking him how he liked our Meryton       assemblies, and whether he did not think there were a great many pretty       women in the room, and which he thought the prettiest? and his       answering immediately to the last question: 'Oh! the eldest MissBennet,       beyond a doubt; there cannot be two opinions on that point.'""",Chapter 5,response,train,"Perhaps you mean what I overheard between him and Mr Robinson; did not I       mention it to you? Mr Robinson's asking him how he liked our Meryton       assemblies, and whether he did not think there were a great many pretty       women in the room, and which he thought the prettiest? and his       answering immediately to the last question: 'Oh! the eldest MissBennet,       beyond a doubt; there cannot be two opinions on that point.'"
