,utter_1,utter_2,label,chapter_tag,split_tag
1332,"""He has made me so happy,""","""by telling me that he       was totally ignorant of my being in town last spring! I had not believed       it possible.""",B-START,Chapter 55,train
1333,"""by telling me that he       was totally ignorant of my being in town last spring! I had not believed       it possible.""","""I suspected as much,""",I-START,Chapter 55,train
1334,"""I suspected as much,""","""But how did he account for it?""",B-OTHER,Chapter 55,train
1335,"""But how did he account for it?""","""It must have been his sister's doing. They were certainly no friends to       his acquaintance with me, which I cannot wonder at, since he might have       chosen so much more advantageously in many respects. But when they see, as       I trust they will, that their brother is happy with me, they will learn to       be contented, and we shall be on good termsagain; though we can never be       what we once were to each other.""",I-OTHER,Chapter 55,train
1336,"""It must have been his sister's doing. They were certainly no friends to       his acquaintance with me, which I cannot wonder at, since he might have       chosen so much more advantageously in many respects. But when they see, as       I trust they will, that their brother is happy with me, they will learn to       be contented, and we shall be on good termsagain; though we can never be       what we once were to each other.""","""That is the most unforgiving speech,""",B-OTHER,Chapter 55,train
1337,"""That is the most unforgiving speech,""","""that I ever heard       you utter. Good girl! It would vex me, indeed, to see you again the dupe       of MissBingley's pretended regard.""",B-OTHER,Chapter 55,train
1338,"""that I ever heard       you utter. Good girl! It would vex me, indeed, to see you again the dupe       of MissBingley's pretended regard.""","""Would you believe it, Lizzy, that when he went to town last November, he       really loved me, and nothing but a persuasion of my being       indifferent would have prevented his coming down again!""",I-OTHER,Chapter 55,train
1339,"""Would you believe it, Lizzy, that when he went to town last November, he       really loved me, and nothing but a persuasion of my being       indifferent would have prevented his coming down again!""","""He made a little mistake to be sure; but it is to the credit of his       modesty.""",B-OTHER,Chapter 55,train
1340,"""He made a little mistake to be sure; but it is to the credit of his       modesty.""","""I am certainly the most fortunate creature that ever existed!""",B-OTHER,Chapter 55,train
1341,"""I am certainly the most fortunate creature that ever existed!""","""Oh! Lizzy, why am I thus singled from my family, and blessed above       them all! If I could but see you as happy! If there were but       such another man for you!""",B-OTHER,Chapter 55,train
1342,"""Oh! Lizzy, why am I thus singled from my family, and blessed above       them all! If I could but see you as happy! If there were but       such another man for you!""","""If you were to give me forty such men, I never could be so happy as you.       Till I have your disposition, your goodness, I never can have your       happiness. No, no, let me shift for myself; and, perhaps, if I have very       good luck, I may meet with another Mr Collins in time.""",I-OTHER,Chapter 55,train
1343,"""I hope you are well, MissBennet. That lady, I suppose, is your mother.""","""And that I suppose is one of your sisters.""",B-START,Chapter 56,train
1344,"""And that I suppose is one of your sisters.""","""Yes, madam,""",B-OTHER,Chapter 56,train
1345,"""Yes, madam,""","""She       is my youngest girl but one. My youngest of all is lately married, and my       eldest is somewhere about the grounds, walking with a young man who, I       believe, will soon become a part of the family.""",B-OTHER,Chapter 56,train
1346,"""She       is my youngest girl but one. My youngest of all is lately married, and my       eldest is somewhere about the grounds, walking with a young man who, I       believe, will soon become a part of the family.""","""You have a very small park here,""",I-OTHER,Chapter 56,train
1347,"""You have a very small park here,""","""It is nothing in comparison of Rosings, my lady, I dare say; but I assure       you it is much larger than Sir William Lucas's.""",B-OTHER,Chapter 56,train
1348,"""It is nothing in comparison of Rosings, my lady, I dare say; but I assure       you it is much larger than Sir William Lucas's.""","""This must be a most inconvenient sitting room for the evening, in summer;       the windows are full west.""",B-OTHER,Chapter 56,train
1349,"""This must be a most inconvenient sitting room for the evening, in summer;       the windows are full west.""","""May I take the liberty of asking your ladyship whether you left Mr and       Mrs Collins well.""",B-OTHER,Chapter 56,train
1350,"""May I take the liberty of asking your ladyship whether you left Mr and       Mrs Collins well.""","""Yes, very well. I saw them the night before last.""",B-OTHER,Chapter 56,train
1351,"""MissBennet, there seemed to be a prettyish kind of a little wilderness       on one side of your lawn. I should be glad to take a turn in it, if you       will favour me with your company.""","""Go, my dear,""",B-START,Chapter 56,train
1352,"""Go, my dear,""","""and show her ladyship about the       different walks. I think she will be pleased with the hermitage.""",B-OTHER,Chapter 56,train
1353,"""You can be at no loss, MissBennet, to understand the reason of my       journey hither. Your own heart, your own conscience, must tell you why I       come.""","""Indeed, you are mistaken, Madam. I have not been at all able to account       for the honour of seeing you here.""",B-START,Chapter 56,train
1354,"""Indeed, you are mistaken, Madam. I have not been at all able to account       for the honour of seeing you here.""","""MissBennet,""",B-OTHER,Chapter 56,train
1355,"""MissBennet,""","""you ought to know,       that I am not to be trifled with. But however insincere you may       choose to be, you shall not find me so. My character has ever been       celebrated for its sincerity and frankness, and in a cause of such moment       as this, I shall certainly not depart from it. A report of a most alarming       nature reached me two days ago. I was told that not only your sister was       on the point of being most advantageously married, but that you, that Miss     Elizabeth Bennet, would, in all likelihood, be soon afterwards united to       my nephew, my own nephew, Mr Darcy. Though I know it must be a       scandalous falsehood, though I would not injure him so much as to suppose       the truth of it possible, I instantly resolved on setting off for this       place, that I might make my sentiments known to you.""",B-OTHER,Chapter 56,train
1356,"""you ought to know,       that I am not to be trifled with. But however insincere you may       choose to be, you shall not find me so. My character has ever been       celebrated for its sincerity and frankness, and in a cause of such moment       as this, I shall certainly not depart from it. A report of a most alarming       nature reached me two days ago. I was told that not only your sister was       on the point of being most advantageously married, but that you, that Miss     Elizabeth Bennet, would, in all likelihood, be soon afterwards united to       my nephew, my own nephew, Mr Darcy. Though I know it must be a       scandalous falsehood, though I would not injure him so much as to suppose       the truth of it possible, I instantly resolved on setting off for this       place, that I might make my sentiments known to you.""","""If you believed it impossible to be true,""",I-OTHER,Chapter 56,train
1357,"""If you believed it impossible to be true,""","""I wonder you took the trouble of coming so far.       What could your ladyship propose by it?""",B-OTHER,Chapter 56,train
1358,"""I wonder you took the trouble of coming so far.       What could your ladyship propose by it?""","""At once to insist upon having such a report universally contradicted.""",I-OTHER,Chapter 56,train
1359,"""At once to insist upon having such a report universally contradicted.""","""Your coming to Longbourn, to see me and my family,""",B-OTHER,Chapter 56,train
1360,"""Your coming to Longbourn, to see me and my family,""","""will be rather a confirmation of it; if, indeed, such a report is       in existence.""",B-OTHER,Chapter 56,train
1361,"""will be rather a confirmation of it; if, indeed, such a report is       in existence.""","""If! Do you then pretend to be ignorant of it? Has it not been       industriously circulated by yourselves? Do you not know that such a report       is spread abroad?""",I-OTHER,Chapter 56,train
1362,"""If! Do you then pretend to be ignorant of it? Has it not been       industriously circulated by yourselves? Do you not know that such a report       is spread abroad?""","""I never heard that it was.""",B-OTHER,Chapter 56,train
1363,"""I never heard that it was.""","""And can you likewise declare, that there is no foundation for it?""",B-OTHER,Chapter 56,train
1364,"""And can you likewise declare, that there is no foundation for it?""","""I do not pretend to possess equal frankness with your ladyship. You may       ask questions which I shall not choose to answer.""",B-OTHER,Chapter 56,train
1365,"""I do not pretend to possess equal frankness with your ladyship. You may       ask questions which I shall not choose to answer.""","""This is not to be borne. MissBennet, I insist on being satisfied. Has       he, has my nephew, made you an offer of marriage?""",B-OTHER,Chapter 56,train
1366,"""This is not to be borne. MissBennet, I insist on being satisfied. Has       he, has my nephew, made you an offer of marriage?""","""Your ladyship has declared it to be impossible.""",B-OTHER,Chapter 56,train
1367,"""Your ladyship has declared it to be impossible.""","""It ought to be so; it must be so, while he retains the use of his reason.       But your arts and allurements may, in a moment of infatuation, have made       him forget what he owes to himslf and to all his family. You may have       drawn him in.""",B-OTHER,Chapter 56,train
1368,"""It ought to be so; it must be so, while he retains the use of his reason.       But your arts and allurements may, in a moment of infatuation, have made       him forget what he owes to himslf and to all his family. You may have       drawn him in.""","""If I have, I shall be the last person to confess it.""",B-OTHER,Chapter 56,train
1369,"""If I have, I shall be the last person to confess it.""","""MissBennet, do you know who I am? I have not been accustomed to such       language as this. I am almost the nearest relation he has in the world,       and am entitled to know all his dearest concerns.""",B-OTHER,Chapter 56,train
1370,"""MissBennet, do you know who I am? I have not been accustomed to such       language as this. I am almost the nearest relation he has in the world,       and am entitled to know all his dearest concerns.""","""But you are not entitled to know mine; nor will such behaviour as this,       ever induce me to be explicit.""",B-OTHER,Chapter 56,train
1371,"""But you are not entitled to know mine; nor will such behaviour as this,       ever induce me to be explicit.""","""Let me be rightly understood. This match, to which you have the       presumption to aspire, can never take place. No, never. Mr Darcy is       engaged to my daughter. Now what have you to say?""",B-OTHER,Chapter 56,train
1372,"""Let me be rightly understood. This match, to which you have the       presumption to aspire, can never take place. No, never. Mr Darcy is       engaged to my daughter. Now what have you to say?""","""Only this; that if he is so, you can have no reason to suppose he will       make an offer to me.""",B-OTHER,Chapter 56,train
1373,"""Only this; that if he is so, you can have no reason to suppose he will       make an offer to me.""","""The engagement between them is of a peculiar kind. From their infancy,       they have been intended for each other. It was the favourite wish of his       mother, as well as of hers. While in their cradles, we planned the union:       and now, at the moment when the wishes of both sisters would be       accomplished in their marriage, to be prevented by a young woman of       inferior birth, of no importance in the world, and wholly unallied to the       family! Do you pay no regard to the wishes of his friends? To his tacit       engagement with Missde Bourgh? Are you lost to every feeling of propriety       and delicacy? Have you not heard me say that from his earliest hours he       was destined for his cousin?""",B-OTHER,Chapter 56,train
1374,"""The engagement between them is of a peculiar kind. From their infancy,       they have been intended for each other. It was the favourite wish of his       mother, as well as of hers. While in their cradles, we planned the union:       and now, at the moment when the wishes of both sisters would be       accomplished in their marriage, to be prevented by a young woman of       inferior birth, of no importance in the world, and wholly unallied to the       family! Do you pay no regard to the wishes of his friends? To his tacit       engagement with Missde Bourgh? Are you lost to every feeling of propriety       and delicacy? Have you not heard me say that from his earliest hours he       was destined for his cousin?""","""Yes, and I had heard it before. But what is that to me? If there is no       other objection to my marrying your nephew, I shall certainly not be kept       from it by knowing that his mother and aunt wished him to marry Missde       Bourgh. You both did as much as you could in planning the marriage. Its       completion depended on others. If Mr Darcy is neither by honour nor       inclination confined to his cousin, why is not he to make another choice?       And if I am that choice, why may not I accept him?""",B-OTHER,Chapter 56,train
1375,"""Yes, and I had heard it before. But what is that to me? If there is no       other objection to my marrying your nephew, I shall certainly not be kept       from it by knowing that his mother and aunt wished him to marry Missde       Bourgh. You both did as much as you could in planning the marriage. Its       completion depended on others. If Mr Darcy is neither by honour nor       inclination confined to his cousin, why is not he to make another choice?       And if I am that choice, why may not I accept him?""","""Because honour, decorum, prudence, nay, interest, forbid it. Yes, Miss      Bennet, interest; for do not expect to be noticed by his family or       friends, if you wilfully act against the inclinations of all. You will be       censured, slighted, and despised, by everyone connected with him. Your       alliance will be a disgrace; your name will never even be mentioned by any       of us.""",B-OTHER,Chapter 56,train
1376,"""Because honour, decorum, prudence, nay, interest, forbid it. Yes, Miss      Bennet, interest; for do not expect to be noticed by his family or       friends, if you wilfully act against the inclinations of all. You will be       censured, slighted, and despised, by everyone connected with him. Your       alliance will be a disgrace; your name will never even be mentioned by any       of us.""","""These are heavy misfortunes,""",B-OTHER,Chapter 56,train
1377,"""These are heavy misfortunes,""","""But the wife of Mr       Darcy must have such extraordinary sources of happiness necessarily       attached to her situation, that she could, upon the whole, have no cause       to repine.""",B-OTHER,Chapter 56,train
1378,"""But the wife of Mr       Darcy must have such extraordinary sources of happiness necessarily       attached to her situation, that she could, upon the whole, have no cause       to repine.""","""Obstinate, headstrong girl! I am ashamed of you! Is this your gratitude       for my attentions to you last spring? Is nothing due to me on that score?       Let us sit down. You are to understand, MissBennet, that I came here with       the determined resolution of carrying my purpose; nor will I be dissuaded       from it. I have not been used to submit to any person's whims I have not       been in the habit of brooking disappointment.""",I-OTHER,Chapter 56,train
1379,"""Obstinate, headstrong girl! I am ashamed of you! Is this your gratitude       for my attentions to you last spring? Is nothing due to me on that score?       Let us sit down. You are to understand, MissBennet, that I came here with       the determined resolution of carrying my purpose; nor will I be dissuaded       from it. I have not been used to submit to any person's whims I have not       been in the habit of brooking disappointment.""","""That will make your ladyship's situation at present more pitiable;       but it will have no effect on me.""",B-OTHER,Chapter 56,train
1380,"""That will make your ladyship's situation at present more pitiable;       but it will have no effect on me.""","""I will not be interrupted. Hear me in silence. My daughter and my nephew       are formed for each other. They are descended, on the maternal side, from       the same noble line; and, on the father's, from respectable, honourable,       and ancient—though untitled—families. Their fortune on both       sides is splendid. They are destined for each other by the voice of every       member of their respective houses; and what is to divide them? The upstart       pretensions of a young woman without family, connections, or fortune. Is       this to be endured! But it must not, shall not be. If you were sensible of       your own good, you would not wish to quit the sphere in which you have       been brought up.""",B-OTHER,Chapter 56,train
1381,"""I will not be interrupted. Hear me in silence. My daughter and my nephew       are formed for each other. They are descended, on the maternal side, from       the same noble line; and, on the father's, from respectable, honourable,       and ancient—though untitled—families. Their fortune on both       sides is splendid. They are destined for each other by the voice of every       member of their respective houses; and what is to divide them? The upstart       pretensions of a young woman without family, connections, or fortune. Is       this to be endured! But it must not, shall not be. If you were sensible of       your own good, you would not wish to quit the sphere in which you have       been brought up.""","""In marrying your nephew, I should not consider myself as quitting that       sphere. He is a gentleman; I am a gentleman's daughter; so far we are       equal.""",B-OTHER,Chapter 56,train
1382,"""In marrying your nephew, I should not consider myself as quitting that       sphere. He is a gentleman; I am a gentleman's daughter; so far we are       equal.""","""True. You are a gentleman's daughter. But who was your mother? Who       are your uncles and aunts? Do not imagine me ignorant of their condition.""",B-OTHER,Chapter 56,train
1383,"""True. You are a gentleman's daughter. But who was your mother? Who       are your uncles and aunts? Do not imagine me ignorant of their condition.""","""Whatever my connections may be,""",B-OTHER,Chapter 56,train
1384,"""Whatever my connections may be,""","""if your nephew does not       object to them, they can be nothing to you.""",B-OTHER,Chapter 56,train
1385,"""if your nephew does not       object to them, they can be nothing to you.""","""Tell me once for all, are you engaged to him?""",I-OTHER,Chapter 56,train
1386,"""Tell me once for all, are you engaged to him?""","""I am not.""",B-OTHER,Chapter 56,train
1387,"""I am not.""","""And will you promise me, never to enter into such an engagement?""",B-OTHER,Chapter 56,train
1388,"""And will you promise me, never to enter into such an engagement?""","""I will make no promise of the kind.""",B-OTHER,Chapter 56,train
1389,"""I will make no promise of the kind.""","""MissBennet I am shocked and astonished. I expected to find a more       reasonable young woman. But do not deceive yourself into a belief that I       will ever recede. I shall not go away till you have given me the assurance       I require.""",B-OTHER,Chapter 56,train
1390,"""MissBennet I am shocked and astonished. I expected to find a more       reasonable young woman. But do not deceive yourself into a belief that I       will ever recede. I shall not go away till you have given me the assurance       I require.""","""And I certainly never shall give it. I am not to be intimidated       into anything so wholly unreasonable. Your ladyship wants Mr Darcy to       marry your daughter; but would my giving you the wished-for promise make       their marriage at all more probable? Supposing him to be attached to me,       would my refusing to accept his hand make him wish to bestow it on his       cousin? Allow me to say, Lady Catherine, that the arguments with which you       have supported this extraordinary application have been as frivolous as       the application was ill-judged. You have widely mistaken my character, if       you think I can be worked on by such persuasions as these. How far your       nephew might approve of your interference in his affairs, I cannot tell;       but you have certainly no right to concern yourself in mine. I must beg,       therefore, to be importuned no farther on the subject.""",B-OTHER,Chapter 56,train
1391,"""And I certainly never shall give it. I am not to be intimidated       into anything so wholly unreasonable. Your ladyship wants Mr Darcy to       marry your daughter; but would my giving you the wished-for promise make       their marriage at all more probable? Supposing him to be attached to me,       would my refusing to accept his hand make him wish to bestow it on his       cousin? Allow me to say, Lady Catherine, that the arguments with which you       have supported this extraordinary application have been as frivolous as       the application was ill-judged. You have widely mistaken my character, if       you think I can be worked on by such persuasions as these. How far your       nephew might approve of your interference in his affairs, I cannot tell;       but you have certainly no right to concern yourself in mine. I must beg,       therefore, to be importuned no farther on the subject.""","""Not so hasty, if you please. I have by no means done. To all the       objections I have already urged, I have still another to add. I am no       stranger to the particulars of your youngest sister's infamous elopement.       I know it all; that the young man's marrying her was a patched-up       business, at the expence of your father and uncles. And is such a girl to       be my nephew's sister? Is her husband, is the son of his late father's       steward, to be his brother? Heaven and earth!—of what are you       thinking? Are the shades of Pemberley to be thus polluted?""",B-OTHER,Chapter 56,train
1392,"""Not so hasty, if you please. I have by no means done. To all the       objections I have already urged, I have still another to add. I am no       stranger to the particulars of your youngest sister's infamous elopement.       I know it all; that the young man's marrying her was a patched-up       business, at the expence of your father and uncles. And is such a girl to       be my nephew's sister? Is her husband, is the son of his late father's       steward, to be his brother? Heaven and earth!—of what are you       thinking? Are the shades of Pemberley to be thus polluted?""","""You can now have nothing further to say,""",B-OTHER,Chapter 56,train
1393,"""You can now have nothing further to say,""","""You       have insulted me in every possible method. I must beg to return to the       house.""",B-OTHER,Chapter 56,train
1394,"""You       have insulted me in every possible method. I must beg to return to the       house.""","""You have no regard, then, for the honour and credit of my nephew!       Unfeeling, selfish girl! Do you not consider that a connection with you       must disgrace him in the eyes of everybody?""",I-OTHER,Chapter 56,train
1395,"""You have no regard, then, for the honour and credit of my nephew!       Unfeeling, selfish girl! Do you not consider that a connection with you       must disgrace him in the eyes of everybody?""","""Lady Catherine, I have nothing further to say. You know my sentiments.""",B-OTHER,Chapter 56,train
1396,"""Lady Catherine, I have nothing further to say. You know my sentiments.""","""You are then resolved to have him?""",B-OTHER,Chapter 56,train
1397,"""You are then resolved to have him?""","""I have said no such thing. I am only resolved to act in that manner,       which will, in my own opinion, constitute my happiness, without reference       to you, or to any person so wholly unconnected with me.""",B-OTHER,Chapter 56,train
1398,"""I have said no such thing. I am only resolved to act in that manner,       which will, in my own opinion, constitute my happiness, without reference       to you, or to any person so wholly unconnected with me.""","""It is well. You refuse, then, to oblige me. You refuse to obey the claims      of duty, honour, and gratitude. You are determined to ruin him in the       opinion of all his friends, and make him the contempt of the world.""",B-OTHER,Chapter 56,train
1399,"""It is well. You refuse, then, to oblige me. You refuse to obey the claims      of duty, honour, and gratitude. You are determined to ruin him in the       opinion of all his friends, and make him the contempt of the world.""","""Neither duty, nor honour, nor gratitude,""",B-OTHER,Chapter 56,train
1400,"""Neither duty, nor honour, nor gratitude,""","""have any       possible claim on me, in the present instance. No principle of either       would be violated by my marriage with Mr Darcy. And with regard to the       resentment of his family, or the indignation of the world, if the former       were excited by his marrying me, it would not give me one moment's       concern—and the world in general would have too much sense to join       in the scorn.""",B-OTHER,Chapter 56,train
1401,"""have any       possible claim on me, in the present instance. No principle of either       would be violated by my marriage with Mr Darcy. And with regard to the       resentment of his family, or the indignation of the world, if the former       were excited by his marrying me, it would not give me one moment's       concern—and the world in general would have too much sense to join       in the scorn.""","""And this is your real opinion! This is your final resolve! Very well. I       shall now know how to act. Do not imagine, MissBennet, that your ambition       will ever be gratified. I came to try you. I hoped to find you reasonable;       but, depend upon it, I will carry my point.""",I-OTHER,Chapter 56,train
1402,"""And this is your real opinion! This is your final resolve! Very well. I       shall now know how to act. Do not imagine, MissBennet, that your ambition       will ever be gratified. I came to try you. I hoped to find you reasonable;       but, depend upon it, I will carry my point.""","""I take no leave of you,       MissBennet. I send no compliments to your mother. You deserve no such       attention. I am most seriously displeased.""",B-OTHER,Chapter 56,train
1403,"""She did not choose it,""","""she would go.""",B-START,Chapter 56,train
1404,"""she would go.""","""She is a very fine-looking woman! and her calling here was prodigiously       civil! for she only came, I suppose, to tell us the Collinses were well.       She is on her road somewhere, I dare say, and so, passing through Meryton,       thought she might as well call on you. I suppose she had nothing       particular to say to you, Lizzy?""",I-START,Chapter 56,train
1405,"""If, therefore, an excuse for not keeping his promise should come to his       friend within a few days,""","""I shall know how to understand it.       I shall then give over every expectation, every wish of his constancy. If       he is satisfied with only regretting me, when he might have obtained my       affections and hand, I shall soon cease to regret him at all.""",B-START,Chapter 57,train
1406,"""Lizzy,""","""I was going to look for you; come into my room.""",B-START,Chapter 57,train
1407,"""I have received a letter this morning that has astonished me exceedingly.       As it principally concerns yourself, you ought to know its contents. I did       not know before, that I had two daughters on the brink of matrimony. Let       me congratulate you on a very important conquest.""","""You look conscious. Young ladies have great penetration in such matters       as these; but I think I may defy even your sagacity, to discover       the name of your admirer. This letter is from Mr Collins.""",B-START,Chapter 57,train
1408,"""From Mr Collins! and what can he have to say?""","""Mr Darcy, you see, is the man! Now, Lizzy, I think I have       surprised you. Could he, or the Lucases, have pitched on any man within       the circle of our acquaintance, whose name would have given the lie more       effectually to what they related? Mr Darcy, who never looks at any woman       but to see a blemish, and who probably never looked at you in his life! It       is admirable!""",B-START,Chapter 57,train
1409,"""Are you not diverted?""","""Oh! yes. Pray read on.""",B-START,Chapter 57,train
1410,"""Oh! yes. Pray read on.""","""'After mentioning the likelihood of this marriage to her ladyship last       night, she immediately, with her usual condescension, expressed what she       felt on the occasion; when it became apparent, that on the score of some       family objections on the part of my cousin, she would never give her       consent to what she termed so disgraceful a match. I thought it my duty to       give the speediest intelligence of this to my cousin, that she and her       noble admirer may be aware of what they are about, and not run hastily       into a marriage which has not been properly sanctioned.' Mr Collins       moreover adds, 'I am truly rejoiced that my cousin Lydia's sad business       has been so well hushed up, and am only concerned that their living       together before the marriage took place should be so generally known. I       must not, however, neglect the duties of my station, or refrain from       declaring my amazement at hearing that you received the young couple into       your house as soon as they were married. It was an encouragement of vice;       and had I been the rector of Longbourn, I should very strenuously have       opposed it. You ought certainly to forgive them, as a Christian, but never       to admit them in your sight, or allow their names to be mentioned in your       hearing.' That is his notion of Christian forgiveness! The rest of his       letter is only about his dear Charlotte's situation, and his expectation       of a young olive-branch. But, Lizzy, you look as if you did not enjoy it.       You are not going to be misssh, I hope, and pretend to be       affronted at an idle report. For what do we live, but to make sport for       our neighbours, and laugh at them in our turn?""",B-OTHER,Chapter 57,train
1411,"""'After mentioning the likelihood of this marriage to her ladyship last       night, she immediately, with her usual condescension, expressed what she       felt on the occasion; when it became apparent, that on the score of some       family objections on the part of my cousin, she would never give her       consent to what she termed so disgraceful a match. I thought it my duty to       give the speediest intelligence of this to my cousin, that she and her       noble admirer may be aware of what they are about, and not run hastily       into a marriage which has not been properly sanctioned.' Mr Collins       moreover adds, 'I am truly rejoiced that my cousin Lydia's sad business       has been so well hushed up, and am only concerned that their living       together before the marriage took place should be so generally known. I       must not, however, neglect the duties of my station, or refrain from       declaring my amazement at hearing that you received the young couple into       your house as soon as they were married. It was an encouragement of vice;       and had I been the rector of Longbourn, I should very strenuously have       opposed it. You ought certainly to forgive them, as a Christian, but never       to admit them in your sight, or allow their names to be mentioned in your       hearing.' That is his notion of Christian forgiveness! The rest of his       letter is only about his dear Charlotte's situation, and his expectation       of a young olive-branch. But, Lizzy, you look as if you did not enjoy it.       You are not going to be misssh, I hope, and pretend to be       affronted at an idle report. For what do we live, but to make sport for       our neighbours, and laugh at them in our turn?""","""Oh!""",B-OTHER,Chapter 57,train
1412,"""Oh!""","""I am excessively diverted. But it is so strange!""",B-OTHER,Chapter 57,train
1413,"""I am excessively diverted. But it is so strange!""","""Yes—that is what makes it amusing. Had they fixed on any       other man it would have been nothing; but his perfect indifference,       and your pointed dislike, make it so delightfully absurd! Much as I       abominate writing, I would not give up Mr Collins's correspondence for       any consideration. Nay, when I read a letter of his, I cannot help giving       him the preference even over Wickham, much as I value the impudence and       hypocrisy of my son-in-law. And pray, Lizzy, what said Lady Catherine       about this report? Did she call to refuse her consent?""",I-OTHER,Chapter 57,train
1414,"""Mr Darcy, I am a very selfish creature; and, for the sake of giving       relief to my own feelings, care not how much I may be wounding yours. I       can no longer help thanking you for your unexampled kindness to my poor       sister. Ever since I have known it, I have been most anxious to       acknowledge to you how gratefully I feel it. Were it known to the rest of       my family, I should not have merely my own gratitude to express.""","""I am sorry, exceedingly sorry,""",B-START,Chapter 58,train
1415,"""I am sorry, exceedingly sorry,""","""that you have ever been informed of what may, in a mistaken       light, have given you uneasiness. I did not think Mrs Gardiner was so       little to be trusted.""",B-OTHER,Chapter 58,train
1416,"""that you have ever been informed of what may, in a mistaken       light, have given you uneasiness. I did not think Mrs Gardiner was so       little to be trusted.""","""You must not blame my aunt. Lydia's thoughtlessness first betrayed to me       that you had been concerned in the matter; and, of course, I could not       rest till I knew the particulars. Let me thank you again and again, in the       name of all my family, for that generous compassion which induced you to       take so much trouble, and bear so many mortifications, for the sake of       discovering them.""",I-OTHER,Chapter 58,train
1417,"""You must not blame my aunt. Lydia's thoughtlessness first betrayed to me       that you had been concerned in the matter; and, of course, I could not       rest till I knew the particulars. Let me thank you again and again, in the       name of all my family, for that generous compassion which induced you to       take so much trouble, and bear so many mortifications, for the sake of       discovering them.""","""If you will thank me,""",B-OTHER,Chapter 58,train
1418,"""If you will thank me,""","""let it be for yourself alone.       That the wish of giving happiness to you might add force to the other       inducements which led me on, I shall not attempt to deny. But your family       owe me nothing. Much as I respect them, I believe I thought only of you.""",B-OTHER,Chapter 58,train
1419,"""let it be for yourself alone.       That the wish of giving happiness to you might add force to the other       inducements which led me on, I shall not attempt to deny. But your family       owe me nothing. Much as I respect them, I believe I thought only of you.""","""You are too generous to trifle with me. If your feelings       are still what they were last April, tell me so at once. My       affections and wishes are unchanged, but one word from you will silence me       on this subject for ever.""",I-OTHER,Chapter 58,train
1420,"""It taught me to hope,""","""as I had scarcely ever allowed myself to       hope before. I knew enough of your disposition to be certain that, had you       been absolutely, irrevocably decided against me, you would have       acknowledged it to Lady Catherine, frankly and openly.""",B-START,Chapter 58,train
1421,"""as I had scarcely ever allowed myself to       hope before. I knew enough of your disposition to be certain that, had you       been absolutely, irrevocably decided against me, you would have       acknowledged it to Lady Catherine, frankly and openly.""","""Yes, you know enough of my       frankness to believe me capable of that. After abusing you so       abominably to your face, I could have no scruple in abusing you to all       your relations.""",I-START,Chapter 58,train
1422,"""Yes, you know enough of my       frankness to believe me capable of that. After abusing you so       abominably to your face, I could have no scruple in abusing you to all       your relations.""","""What did you say of me, that I did not deserve? For, though your       accusations were ill-founded, formed on mistaken premises, my behaviour to       you at the time had merited the severest reproof. It was unpardonable. I       cannot think of it without abhorrence.""",B-OTHER,Chapter 58,train
1423,"""What did you say of me, that I did not deserve? For, though your       accusations were ill-founded, formed on mistaken premises, my behaviour to       you at the time had merited the severest reproof. It was unpardonable. I       cannot think of it without abhorrence.""","""We will not quarrel for the greater share of blame annexed to that       evening,""",B-OTHER,Chapter 58,train
1424,"""We will not quarrel for the greater share of blame annexed to that       evening,""","""The conduct of neither, if strictly examined,       will be irreproachable; but since then, we have both, I hope, improved in       civility.""",B-OTHER,Chapter 58,train
1425,"""The conduct of neither, if strictly examined,       will be irreproachable; but since then, we have both, I hope, improved in       civility.""","""I cannot be so easily reconciled to myself. The recollection of what I       then said, of my conduct, my manners, my expressions during the whole of       it, is now, and has been many months, inexpressibly painful to me. Your       reproof, so well applied, I shall never forget: 'had you behaved in a more       gentlemanlike manner.' Those were your words. You know not, you can       scarcely conceive, how they have tortured me;—though it was some       time, I confess, before I was reasonable enough to allow their justice.""",I-OTHER,Chapter 58,train
1426,"""I cannot be so easily reconciled to myself. The recollection of what I       then said, of my conduct, my manners, my expressions during the whole of       it, is now, and has been many months, inexpressibly painful to me. Your       reproof, so well applied, I shall never forget: 'had you behaved in a more       gentlemanlike manner.' Those were your words. You know not, you can       scarcely conceive, how they have tortured me;—though it was some       time, I confess, before I was reasonable enough to allow their justice.""","""I was certainly very far from expecting them to make so strong an       impression. I had not the smallest idea of their being ever felt in such a       way.""",B-OTHER,Chapter 58,train
1427,"""I was certainly very far from expecting them to make so strong an       impression. I had not the smallest idea of their being ever felt in such a       way.""","""I can easily believe it. You thought me then devoid of every proper       feeling, I am sure you did. The turn of your countenance I shall never       forget, as you said that I could not have addressed you in any possible       way that would induce you to accept me.""",B-OTHER,Chapter 58,train
1428,"""I can easily believe it. You thought me then devoid of every proper       feeling, I am sure you did. The turn of your countenance I shall never       forget, as you said that I could not have addressed you in any possible       way that would induce you to accept me.""","""Oh! do not repeat what I then said. These recollections will not do at       all. I assure you that I have long been most heartily ashamed of it.""",B-OTHER,Chapter 58,train
1429,"""Oh! do not repeat what I then said. These recollections will not do at       all. I assure you that I have long been most heartily ashamed of it.""","""Did it,""",B-OTHER,Chapter 58,train
1430,"""Did it,""","""did it soon make you think       better of me? Did you, on reading it, give any credit to its contents?""",B-OTHER,Chapter 58,train
